iter	Accuracy	Logloss
142	0.8612818262	0.3571650386
143	0.8612818262	0.3571542749
144	0.8614281534	0.3570762269
145	0.8618671349	0.3570091308
146	0.8618671349	0.3569881313
147	0.8620134621	0.3569830537
148	0.8620134621	0.356968379
149	0.8620134621	0.3569656183
150	0.8621597893	0.3569206103
151	0.8621597893	0.356905101
152	0.8624524437	0.3568398427
153	0.8624524437	0.3567779615
154	0.8623061165	0.3567617489
155	0.8623061165	0.3567246729
156	0.8623061165	0.3566626396
157	0.8623061165	0.3566337438
158	0.8623061165	0.3566096786
159	0.8623061165	0.3565871572
160	0.8623061165	0.356563422
161	0.8623061165	0.3565328705
162	0.8623061165	0.3565180063
163	0.8623061165	0.3565123229
164	0.8623061165	0.356497829
165	0.8625987709	0.3564570595
166	0.8625987709	0.3564423429
167	0.8625987709	0.3563906718
168	0.8625987709	0.3563769205
169	0.8630377524	0.3563163632
170	0.8630377524	0.3563155387
171	0.8630377524	0.356311306
172	0.8630377524	0.3562994694
173	0.8628914252	0.3562329762
174	0.8628914252	0.3562256791
175	0.8628914252	0.3562142472
176	0.8630377524	0.3561847677
177	0.8630377524	0.356182236
178	0.8630377524	0.3561620135
179	0.8630377524	0.3561447998
180	0.8630377524	0.3561267448
181	0.8630377524	0.3561133132
182	0.8630377524	0.3560667164
183	0.8628914252	0.3560550559
184	0.8628914252	0.3559822535
185	0.8628914252	0.3559666969
186	0.862745098	0.3559638259
187	0.862745098	0.3559316054
188	0.8628914252	0.35588208
189	0.862745098	0.3558162989
190	0.862745098	0.3558022735
191	0.862745098	0.3557907491
192	0.862745098	0.3557710183
193	0.862745098	0.3557111748
194	0.8625987709	0.355671824
195	0.8625987709	0.3556508387
196	0.8625987709	0.3556400572
197	0.8625987709	0.3556362265
198	0.8625987709	0.3556328555
199	0.8625987709	0.3556312088
200	0.8625987709	0.3556068447
201	0.8625987709	0.3556016445
202	0.8625987709	0.3555915422
203	0.862745098	0.355569259
204	0.8625987709	0.3555630402
205	0.862745098	0.3555114433
206	0.862745098	0.3554640639
207	0.8630377524	0.3554167452
208	0.8630377524	0.355412244
209	0.8630377524	0.3553931513
210	0.8630377524	0.3553642661
211	0.8630377524	0.3553077144
212	0.8630377524	0.3552213516
213	0.8630377524	0.3552035326
214	0.8630377524	0.3551994211
215	0.8630377524	0.3551908564
216	0.8630377524	0.3551732152
217	0.8628914252	0.3550896288
218	0.8628914252	0.3550743273
219	0.8628914252	0.355071628
220	0.8628914252	0.3550596024
221	0.8628914252	0.3550136219
222	0.8628914252	0.3549722817
223	0.8628914252	0.3549637487
224	0.8628914252	0.3549560784
225	0.8628914252	0.3549475371
226	0.8628914252	0.35494582
227	0.8630377524	0.3549040769
228	0.8630377524	0.3548788636
229	0.8630377524	0.354861738
230	0.8630377524	0.3548583168
231	0.8630377524	0.3548447326
232	0.8630377524	0.3548063707
233	0.8630377524	0.3547602317
234	0.8625987709	0.3547112589
235	0.8625987709	0.3546882211
236	0.862745098	0.3546705092
237	0.862745098	0.3546488961
238	0.862745098	0.3546333881
239	0.862745098	0.3546302004
240	0.862745098	0.3546107639
241	0.8628914252	0.3545989085
242	0.8628914252	0.3545972221
243	0.8628914252	0.3545513677
244	0.8628914252	0.3544783459
245	0.8628914252	0.3544409634
246	0.8628914252	0.3544381867
247	0.8625987709	0.3544177746
248	0.8625987709	0.3543872033
249	0.8625987709	0.3543790142
250	0.8625987709	0.3543536005
251	0.8624524437	0.354319861
252	0.8624524437	0.3543183183
253	0.8624524437	0.3543068519
254	0.862745098	0.3543020535
255	0.8628914252	0.3542812273
256	0.8625987709	0.35426318
257	0.8625987709	0.3542493522
258	0.8625987709	0.3542478627
259	0.8625987709	0.3542471694
260	0.8625987709	0.35421683
261	0.8625987709	0.3541853446
262	0.8625987709	0.3541549347
263	0.8625987709	0.3541339371
264	0.8625987709	0.3541262656
265	0.8625987709	0.3540986187
266	0.8625987709	0.3540942277
267	0.8625987709	0.3540852417
268	0.8624524437	0.3540581743
269	0.8624524437	0.3540477556
270	0.8624524437	0.3540380512
271	0.8624524437	0.3540358418
272	0.8624524437	0.3539968831
273	0.8624524437	0.3539898236
274	0.8624524437	0.3539851815
275	0.8625987709	0.3539666123
276	0.8625987709	0.3539556957
277	0.8628914252	0.3539458285
278	0.8628914252	0.3539203111
279	0.8628914252	0.3539183531
280	0.8628914252	0.3539109933
281	0.8628914252	0.3539003505
282	0.8628914252	0.3538969707
283	0.8630377524	0.3538722495
284	0.8630377524	0.3538638169
285	0.8631840796	0.3538513876
286	0.8631840796	0.3538337561
287	0.8631840796	0.3538271331
288	0.8631840796	0.3538259045
289	0.8631840796	0.3538025157
290	0.8631840796	0.3538014958
291	0.8633304068	0.3537937218
292	0.8633304068	0.3537867037
293	0.8633304068	0.3537677966
294	0.8633304068	0.3537545114
295	0.8633304068	0.3537537129
296	0.8633304068	0.3537477169
297	0.8633304068	0.3537236508
298	0.8633304068	0.3537095324
299	0.8633304068	0.3537076797
300	0.8633304068	0.3536947272
301	0.8633304068	0.3536913989
302	0.8633304068	0.3536722811
303	0.8633304068	0.3536547081
304	0.8633304068	0.353602849
305	0.8630377524	0.3535753677
306	0.8628914252	0.3535370915
307	0.8628914252	0.3535334729
308	0.8628914252	0.3535210087
309	0.8628914252	0.3535040699
310	0.8628914252	0.3534699786
311	0.8628914252	0.3534667993
312	0.8628914252	0.3534617098
313	0.8628914252	0.3534216993
314	0.8628914252	0.3533995089
315	0.8628914252	0.3533764668
316	0.8628914252	0.3533697297
317	0.8628914252	0.3533596941
318	0.8630377524	0.3533448224
319	0.8630377524	0.3533363677
320	0.8630377524	0.3533238128
321	0.8630377524	0.3533016761
322	0.8630377524	0.3532907636
323	0.8630377524	0.3532849774
324	0.8631840796	0.3532550822
325	0.8631840796	0.353234628
326	0.8631840796	0.353198612
327	0.8631840796	0.3531840035
328	0.8633304068	0.353168443
329	0.8633304068	0.3531587141
330	0.8633304068	0.3531405901
331	0.8633304068	0.3531324618
332	0.8633304068	0.3531284068
333	0.8631840796	0.3530953802
334	0.8631840796	0.3530785985
335	0.8631840796	0.3530769174
336	0.8631840796	0.3530571346
337	0.8631840796	0.3530414153
338	0.8630377524	0.3530186676
339	0.8630377524	0.3530075567
340	0.8630377524	0.3530067098
341	0.8630377524	0.3529990997
342	0.8630377524	0.3529900783
343	0.8630377524	0.3529643852
344	0.8630377524	0.3529507659
345	0.8631840796	0.3529470922
346	0.8631840796	0.3529375636
347	0.8631840796	0.3529319388
348	0.8631840796	0.3528669139
349	0.8631840796	0.3528645172
350	0.8631840796	0.3528499564
351	0.8633304068	0.3527938092
352	0.8633304068	0.3527898851
353	0.8633304068	0.3527867195
354	0.863476734	0.3527665327
355	0.863476734	0.3527527492
356	0.8631840796	0.3526806511
357	0.8633304068	0.3526759353
358	0.8633304068	0.3526734174
359	0.8633304068	0.3526573429
360	0.863476734	0.3526242579
361	0.863476734	0.3526179372
362	0.8633304068	0.3525703357
363	0.8631840796	0.3525050676
364	0.8633304068	0.3524934239
365	0.8631840796	0.3524799285
366	0.8631840796	0.3524705367
367	0.8631840796	0.3524535638
368	0.8631840796	0.3524145565
369	0.8631840796	0.3524045194
370	0.8633304068	0.3523866756
371	0.8631840796	0.3523691829
372	0.8631840796	0.3523607279
373	0.8633304068	0.3523308503
374	0.8637693884	0.3523188368
375	0.8640620427	0.3522751099
376	0.8639157155	0.3522629152
377	0.8639157155	0.3522575702
378	0.8637693884	0.3522216099
379	0.8639157155	0.3521976176
380	0.8639157155	0.3521817661
381	0.8639157155	0.3521725409
382	0.8639157155	0.3521685294
383	0.8639157155	0.3521669377
384	0.8639157155	0.352152006
385	0.8639157155	0.3521375111
386	0.8640620427	0.3521171838
387	0.8639157155	0.3521123943
388	0.8637693884	0.3520362457
389	0.8637693884	0.3520325937
390	0.8639157155	0.3520230533
391	0.8639157155	0.3519996842
392	0.8639157155	0.3519893626
393	0.8639157155	0.3519783092
394	0.8639157155	0.3519673983
395	0.8637693884	0.3519581508
396	0.8637693884	0.3519445802
397	0.8637693884	0.3519236251
398	0.8637693884	0.3519129826
399	0.8639157155	0.3518439746
400	0.8637693884	0.3518380473
401	0.8637693884	0.3518333273
402	0.8639157155	0.3518307889
403	0.8637693884	0.3518146086
404	0.8637693884	0.3518139252
405	0.8637693884	0.351804835
406	0.8639157155	0.3518038927
407	0.8640620427	0.3517804879
408	0.8640620427	0.3517679175
409	0.8640620427	0.3517642611
410	0.8640620427	0.3517600642
411	0.8642083699	0.3517249084
412	0.8642083699	0.351716554
413	0.8640620427	0.3517151544
414	0.8640620427	0.3517073169
415	0.8639157155	0.3517040765
416	0.8639157155	0.3516520953
417	0.8639157155	0.351650822
418	0.8640620427	0.3516422142
419	0.8639157155	0.3516264688
420	0.8639157155	0.3515762115
421	0.8640620427	0.3515637065
422	0.8640620427	0.3515069943
423	0.8640620427	0.3514671143
424	0.8640620427	0.3514642907
425	0.8640620427	0.3514589437
426	0.8642083699	0.3514508234
427	0.8642083699	0.3514476392
428	0.8642083699	0.3514334143
429	0.8643546971	0.3514002355
430	0.8643546971	0.3513889417
431	0.8643546971	0.3513875655
432	0.8645010243	0.351381914
433	0.8645010243	0.3513818589
434	0.8642083699	0.3513642907
435	0.8642083699	0.3513546199
436	0.8642083699	0.3513464294
437	0.8643546971	0.3513396666
438	0.8643546971	0.3513322687
439	0.8643546971	0.3513296213
440	0.8643546971	0.3513258665
441	0.8643546971	0.3513244403
442	0.8643546971	0.3513104025
443	0.8643546971	0.3513027161
444	0.8643546971	0.3512997463
445	0.8642083699	0.3512945601
446	0.8643546971	0.3512754767
447	0.8643546971	0.3512626886
448	0.8643546971	0.3512502044
449	0.8643546971	0.3512142123
450	0.8643546971	0.3512068672
451	0.8642083699	0.3511479428
452	0.8642083699	0.351141111
453	0.8640620427	0.3511324071
454	0.8642083699	0.3511156151
455	0.8640620427	0.3511020563
456	0.8642083699	0.3510951304
457	0.8640620427	0.3510813676
458	0.8640620427	0.351065431
459	0.8640620427	0.3510456833
460	0.8640620427	0.3510386638
461	0.8640620427	0.351030813
462	0.8640620427	0.3510238676
463	0.8642083699	0.3510208282
464	0.8640620427	0.3509968889
465	0.8640620427	0.3509689782
466	0.8640620427	0.3509654461
467	0.8640620427	0.350964199
468	0.8640620427	0.3509624732
469	0.8642083699	0.350949662
470	0.8642083699	0.3509471663
471	0.8642083699	0.3509464428
472	0.8640620427	0.3509452161
473	0.8642083699	0.3508869384
474	0.8642083699	0.3508566182
475	0.8642083699	0.3508473056
476	0.8642083699	0.3508122858
477	0.8642083699	0.3508067489
478	0.8642083699	0.3507981633
479	0.8642083699	0.3507868729
480	0.8642083699	0.3507854803
481	0.8642083699	0.3507693305
482	0.8642083699	0.3507400784
483	0.8642083699	0.3507262328
484	0.8646473515	0.3506927888
485	0.8646473515	0.350677686
486	0.8646473515	0.3506313736
487	0.8646473515	0.3505784995
488	0.8647936787	0.3505517562
489	0.8647936787	0.3505507998
490	0.8647936787	0.350546594
491	0.8647936787	0.3505402392
492	0.8647936787	0.3505344835
493	0.8647936787	0.3505325823
494	0.8647936787	0.3505296576
495	0.8647936787	0.3505067994
496	0.8647936787	0.3504988293
497	0.8647936787	0.3504799876
498	0.8647936787	0.3504671732
499	0.8647936787	0.3504581544
500	0.8647936787	0.3504509096
501	0.8647936787	0.3504352363
502	0.8647936787	0.3504165606
503	0.8647936787	0.3504064876
504	0.8647936787	0.3503954935
505	0.8647936787	0.3503943533
506	0.8647936787	0.3503920185
507	0.8647936787	0.3503764949
508	0.8647936787	0.3503535008
509	0.8647936787	0.3503468116
510	0.8647936787	0.3503334892
511	0.8647936787	0.3503164023
512	0.8647936787	0.3502886364
513	0.8647936787	0.3502878591
514	0.8647936787	0.3502827242
515	0.8647936787	0.3502706968
516	0.8647936787	0.3502569599
517	0.8647936787	0.3502486828
518	0.8647936787	0.350247569
519	0.8647936787	0.350235901
520	0.8647936787	0.3502220018
521	0.8647936787	0.3502141056
522	0.8647936787	0.350207625
523	0.8647936787	0.350192063
524	0.8647936787	0.3501847165
525	0.8647936787	0.3501733805
526	0.8647936787	0.3501539698
527	0.8647936787	0.3501369711
528	0.8647936787	0.3500760094
529	0.8647936787	0.3500619872
530	0.8646473515	0.3500495598
531	0.8646473515	0.3500380017
532	0.8645010243	0.3500314914
533	0.8645010243	0.3500247832
534	0.8643546971	0.3500230871
535	0.8643546971	0.3500210504
536	0.8643546971	0.3500145497
537	0.8646473515	0.349993036
538	0.8643546971	0.3499452033
539	0.8645010243	0.3499226517
540	0.8645010243	0.3499199287
541	0.8645010243	0.3499178841
542	0.8645010243	0.3498880169
543	0.8643546971	0.349829365
544	0.8643546971	0.3498190291
545	0.8643546971	0.3498148616
546	0.8643546971	0.3498056059
547	0.8643546971	0.3497964929
548	0.8643546971	0.3497788558
549	0.8643546971	0.3497743682
550	0.8643546971	0.349764373
551	0.8643546971	0.3497637979
552	0.8643546971	0.3497632775
553	0.8643546971	0.349740839
554	0.8643546971	0.3497320656
555	0.8643546971	0.3497260278
556	0.8643546971	0.3497112291
557	0.8643546971	0.3496958707
558	0.8643546971	0.3496934163
559	0.8643546971	0.3496735511
560	0.8643546971	0.3496588204
561	0.8643546971	0.349639725
562	0.8643546971	0.3496358069
563	0.8643546971	0.3496040617
564	0.8643546971	0.3496005904
565	0.8643546971	0.3495972501
566	0.8643546971	0.3495793198
567	0.8643546971	0.3495728692
568	0.8643546971	0.3495697691
569	0.8645010243	0.3495391667
570	0.8645010243	0.3495363729
571	0.8645010243	0.3495345954
572	0.8645010243	0.3495290374
573	0.8645010243	0.3495230147
574	0.8645010243	0.3494398402
575	0.8646473515	0.3493818726
576	0.8649400059	0.3493339816
577	0.8649400059	0.3493171
578	0.8649400059	0.3493015768
579	0.8649400059	0.3492711344
580	0.8649400059	0.3492702376
581	0.8649400059	0.349262871
582	0.8649400059	0.3491869485
583	0.8652326602	0.3491478324
584	0.8652326602	0.3491372574
585	0.8652326602	0.3491310186
586	0.8652326602	0.3491292959
587	0.8652326602	0.3491039596
588	0.8652326602	0.3490932123
589	0.8652326602	0.3490862937
590	0.865086333	0.3490595222
591	0.865086333	0.3490517773
592	0.865086333	0.349037733
593	0.865086333	0.3490357483
594	0.865086333	0.3490149848
595	0.865086333	0.3490141415
596	0.865086333	0.3489562218
597	0.865086333	0.3489437933
598	0.865086333	0.3489238865
599	0.865086333	0.3489102877
600	0.8653789874	0.3488791758
601	0.8653789874	0.3488766993
602	0.8652326602	0.3488720454
603	0.8652326602	0.3488699483
604	0.8652326602	0.3488578186
605	0.8652326602	0.3488456984
606	0.8653789874	0.3488212153
607	0.8655253146	0.3488002685
608	0.8655253146	0.3487715537
609	0.8655253146	0.3487702936
610	0.8655253146	0.3487675372
611	0.8655253146	0.3487608908
612	0.8655253146	0.3487485699
613	0.8655253146	0.3487470129
614	0.8655253146	0.348720503
615	0.8656716418	0.3486439343
616	0.8656716418	0.3486415003
617	0.8656716418	0.3486313397
618	0.8656716418	0.3486282481
619	0.8656716418	0.3485613739
620	0.8656716418	0.34854232
621	0.8656716418	0.3485193939
622	0.8656716418	0.3485178187
623	0.8656716418	0.3485104281
624	0.8655253146	0.3484910755
625	0.8655253146	0.3484897432
626	0.8655253146	0.3484869473
627	0.8655253146	0.3484815926
628	0.8655253146	0.3484801865
629	0.8655253146	0.3484698301
630	0.8655253146	0.3484686443
631	0.8655253146	0.3484640219
632	0.8655253146	0.3484615325
633	0.8655253146	0.3484542972
634	0.8655253146	0.3484496073
635	0.8655253146	0.348438726
636	0.8655253146	0.348438355
637	0.8655253146	0.3484318045
638	0.8653789874	0.348411777
639	0.8653789874	0.3483946458
640	0.8653789874	0.3483672301
641	0.8653789874	0.3483574653
642	0.8653789874	0.3483306619
643	0.8653789874	0.3483289733
644	0.8653789874	0.3483227867
645	0.8653789874	0.3483144307
646	0.8653789874	0.3483109607
647	0.8653789874	0.3483074585
648	0.8653789874	0.3483007102
649	0.8653789874	0.3482965194
650	0.865086333	0.3482847444
651	0.865086333	0.3482768424
652	0.865086333	0.3482761737
653	0.865086333	0.348274948
654	0.865086333	0.3482459377
655	0.8652326602	0.3481971119
656	0.8653789874	0.3481902758
657	0.8653789874	0.3481803932
658	0.8653789874	0.3481718273
659	0.8653789874	0.348170003
660	0.8656716418	0.3481592482
661	0.8656716418	0.3481331275
662	0.8656716418	0.3481233062
663	0.8656716418	0.348110889
664	0.8656716418	0.3480901342
665	0.8656716418	0.348081126
666	0.8656716418	0.3480335125
667	0.8656716418	0.3480046244
668	0.8656716418	0.3479953676
669	0.8656716418	0.3479887549
670	0.8656716418	0.3479870575
671	0.8656716418	0.3479446787
672	0.8655253146	0.3479329637
673	0.8655253146	0.3479306324
674	0.8656716418	0.3479125699
675	0.8656716418	0.3479115292
676	0.8655253146	0.3478643047
677	0.8655253146	0.347858814
678	0.8655253146	0.3478470569
679	0.8655253146	0.3478462538
680	0.8655253146	0.3478404033
681	0.8655253146	0.3478377677
682	0.8655253146	0.3478340798
683	0.8655253146	0.3478269729
684	0.8653789874	0.3477999886
685	0.8653789874	0.3477946274
686	0.8653789874	0.3477859735
687	0.8655253146	0.3477170553
688	0.8655253146	0.3477097751
689	0.8655253146	0.347706028
690	0.8655253146	0.3476998929
691	0.8655253146	0.3476979776
692	0.8655253146	0.3476849272
693	0.8653789874	0.3476572331
694	0.8653789874	0.3476519362
695	0.8653789874	0.3476492495
696	0.8653789874	0.3476489082
697	0.8655253146	0.347638233
698	0.8655253146	0.3476360738
699	0.8655253146	0.347632178
700	0.8655253146	0.3476278129
701	0.8656716418	0.3475691035
702	0.8656716418	0.3475479033
703	0.8656716418	0.3475462772
704	0.8655253146	0.3475077559
705	0.8655253146	0.3474556031
706	0.8655253146	0.3474439876
707	0.8655253146	0.3474309316
708	0.8655253146	0.3474301345
709	0.8653789874	0.3474127882
710	0.8655253146	0.3474022927
711	0.8653789874	0.3473986944
712	0.8653789874	0.3473969714
713	0.8653789874	0.3473622116
714	0.8653789874	0.3473485869
715	0.865817969	0.3473316996
716	0.8656716418	0.3473149136
717	0.8656716418	0.3473046753
718	0.8656716418	0.3473033383
719	0.8656716418	0.3473000486
720	0.8656716418	0.3472995913
721	0.8653789874	0.3472830928
722	0.8653789874	0.3472827983
723	0.8653789874	0.3472812884
724	0.8653789874	0.3472743242
725	0.8653789874	0.3472609667
726	0.8653789874	0.3472575044
727	0.8653789874	0.3472478178
728	0.8653789874	0.3472468925
729	0.8653789874	0.3472443084
730	0.8653789874	0.3472432432
731	0.8653789874	0.3472352083
732	0.8653789874	0.3472138522
733	0.8655253146	0.3472100975
734	0.8653789874	0.3472082096
735	0.8653789874	0.3471981579
736	0.8653789874	0.347195579
737	0.8656716418	0.3471865044
738	0.8656716418	0.3471748824
739	0.8656716418	0.3471705699
740	0.8656716418	0.3471562068
741	0.8655253146	0.3471554338
742	0.8653789874	0.3471538607
743	0.8655253146	0.3471396127
744	0.8655253146	0.3471364612
745	0.8655253146	0.347130545
746	0.8655253146	0.3471224417
747	0.8652326602	0.3471150014
748	0.8652326602	0.347111697
749	0.8652326602	0.3471107893
750	0.8652326602	0.3471032424
751	0.8653789874	0.3470838803
752	0.8653789874	0.3470776524
753	0.8653789874	0.3470753521
754	0.8653789874	0.3470713952
755	0.8653789874	0.3470617696
756	0.8653789874	0.3470548074
757	0.8653789874	0.3470517779
758	0.8653789874	0.3470452811
759	0.8655253146	0.3470357099
760	0.8655253146	0.3470197326
761	0.8655253146	0.3469972735
762	0.8653789874	0.3469889326
763	0.8653789874	0.3469575121
764	0.8652326602	0.3469056186
765	0.8653789874	0.3469018084
766	0.8653789874	0.3468958824
767	0.8655253146	0.3468739207
768	0.8656716418	0.3468706436
769	0.8656716418	0.3468643749
770	0.8656716418	0.3468606007
771	0.8653789874	0.3468411808
772	0.8655253146	0.3468095191
773	0.8655253146	0.3468074038
774	0.8655253146	0.3467981783
775	0.8655253146	0.3467962508
776	0.8652326602	0.3467921363
777	0.8652326602	0.3467911002
778	0.8652326602	0.3467888275
779	0.8653789874	0.3467737614
780	0.8653789874	0.3467432299
781	0.8653789874	0.3467141738
782	0.8655253146	0.3467060987
783	0.8655253146	0.3467034019
784	0.8655253146	0.3466894889
785	0.8655253146	0.3466884439
786	0.8655253146	0.3466818007
787	0.8655253146	0.3466703357
788	0.8653789874	0.3466618539
789	0.8655253146	0.3466583731
790	0.8655253146	0.3466557144
791	0.8655253146	0.3466432513
792	0.8655253146	0.3466354392
793	0.8655253146	0.3466236555
794	0.8655253146	0.346617838
795	0.8655253146	0.3466108658
796	0.8652326602	0.3465558278
797	0.8652326602	0.3465331887
798	0.8652326602	0.3465301152
799	0.8652326602	0.3465264489
800	0.8652326602	0.346525548
801	0.8652326602	0.3465162573
802	0.8652326602	0.3465124324
803	0.8652326602	0.3464978429
804	0.8653789874	0.3464900915
805	0.8655253146	0.3464857573
806	0.8655253146	0.3464623137
807	0.8655253146	0.3464594548
808	0.8655253146	0.3464592382
809	0.8655253146	0.3464583291
810	0.8655253146	0.3464406229
811	0.8656716418	0.3464091263
812	0.8655253146	0.3464064286
813	0.8655253146	0.3463443548
814	0.8656716418	0.3463307055
815	0.8656716418	0.3463217754
816	0.8656716418	0.3463029535
817	0.8656716418	0.3462865708
818	0.8656716418	0.3462831233
819	0.8656716418	0.3462816221
820	0.8656716418	0.3462695432
821	0.8656716418	0.3462668587
822	0.8656716418	0.3462653844
823	0.8656716418	0.3462638816
824	0.8656716418	0.3462617094
825	0.8653789874	0.3462469502
826	0.8653789874	0.3462386437
827	0.8652326602	0.3462347986
828	0.8652326602	0.3462118358
829	0.8652326602	0.3462107268
830	0.8652326602	0.3462078879
831	0.8655253146	0.3462000241
832	0.8655253146	0.3461946462
833	0.8655253146	0.3461932737
834	0.8652326602	0.3461903079
835	0.8652326602	0.3461649651
836	0.8652326602	0.3461318955
837	0.8652326602	0.3461031525
838	0.8655253146	0.3460930713
839	0.8655253146	0.3460749203
840	0.8656716418	0.3460597617
841	0.865817969	0.346051937
842	0.8655253146	0.3460408877
843	0.8655253146	0.3460280103
844	0.8652326602	0.3460206749
845	0.8653789874	0.346016171
846	0.8652326602	0.3459877838
847	0.8653789874	0.3459828637
848	0.8653789874	0.3459793058
849	0.8653789874	0.3459779161
850	0.8652326602	0.3459384831
851	0.8652326602	0.3459288298
852	0.8652326602	0.3459258196
853	0.8652326602	0.3459252662
854	0.8653789874	0.3459226399
855	0.8653789874	0.3459175805
856	0.8653789874	0.3459074655
857	0.8652326602	0.3458947454
858	0.8653789874	0.3458735147
859	0.8653789874	0.3458640292
860	0.8653789874	0.3458616111
861	0.8655253146	0.3458590281
862	0.8656716418	0.3458542704
863	0.8656716418	0.3458526739
864	0.8656716418	0.3458478211
865	0.8656716418	0.3458424695
866	0.865817969	0.3458338401
867	0.865817969	0.3458150904
868	0.865817969	0.3458055692
869	0.865817969	0.3458050652
870	0.8659642962	0.3457862274
871	0.8661106234	0.3457735167
872	0.8659642962	0.3457467222
873	0.8659642962	0.3457444528
874	0.8659642962	0.3457408611
875	0.8661106234	0.3457270084
876	0.8662569505	0.3457176236
877	0.8662569505	0.3457156116
878	0.8662569505	0.3456921787
879	0.8661106234	0.3456844651
880	0.8661106234	0.3456750843
